name,genre
 Bim Skala Bim ,Rock
 Bindi Irwin ,Rock
 Bingo Players ,Electronic
 Biosphere ,Electronic/Dance
 Birdman ,Hip-Hop/Rap
 Birdy ,Indie Rock
 Birdy Nam Nam ,Electronic/Dance
 Biscuit Boys ,
 Bishop Neil C. Ellis ,
 Bishop Noel Jones ,
 Bishop of Crunk ,
 Biswas ,
 Bittersweet ,
 Bizzy Bone ,Hip-Hop
 BJ Mizell ,
 BJ The Chicago Kid ,
 BJ Vavasseur ,
 Bjrk ,Rock
 Bjorn Jason Lindh ,
 Blac Haze ,
 blac youngsta ,Gangsta Rap
 Blac Youngsta ,Hip-Hop
 Black  Blue ,
 Black Alley ,Alternative
 Black Box ,House
 Black Box Revelation ,Rock & Roll
 Black Casino ,Hip-Hop
 Black Eyed Peas ,Hip-Hop/Rap
 Black Gangster ,
 Black Horse ,Rock
 Black Label Society ,Hard Rock
 Black M ,Rock
 Black Mafia ,
 Black Magick  The Mid West Mob ,
 Black Mountain ,Alternative
 Black Oak Arkansas ,Classic Rock
 Black Property ,
 Black Rain ,
 Black Rebel Motorcycle Club ,Alternative
 Black Sabbath ,Metal
 Black Stone Cherry ,Southern Rock
 Black Tide ,Metal
 Black Uhuru ,Roots Reggae
 Black Veil Brides ,Rock
 BLACKBEAR ,R&B/Soul
 Blackberry Smoke ,Outlaw Country
 Blackcowboy ,
 Blackhawk ,Country
 Blackstreet ,R&B/Soul
 Blacksuit Catalyst ,
 Blackwood Brothers ,Country Gospel
 BLAINE ROY ,
 Blair String Quartet ,Easy Listening/Vocal
 Blake Babies ,Alternative
 Blake Shelton ,Country
 Blake Wise ,
 Blank  Jones ,Electronic/Dance
 Blaque ,R&B/Soul
 Blaxuede ,Hip-Hop/Rap
 Blaze Ya Dead Homie ,Rock
 Bleed the Dream ,Alternative
 Bleu Edmondson Band ,
 Blind Dog Circus ,
 Blind Fury ,Hip-Hop/Rap
 Blind Joe ,
 Blindside ,Rock
 blink182 ,Rock
 Blitz the Ambassador ,
 Bloc Party ,Indie Rock
 Bloka Bloka Boyz ,Hip-Hop/Rap
 Blondie ,New Wave
 Blood On The Dance Floor ,Electronic
 Bloodhound Gang ,Rock
 Bloody Mary ,Hard Rock
 BLOUSE ,Rock
 Blow ,Alternative
 Blue Boys ,
 Blue Cheer ,Classic Rock
 Blue County ,Country
 Blue Crisp ,
 Blue Hawaii ,Electronic/Dance
 Blue Highway ,Country
 Blue Man Group ,Rock
 Blue Mountain Boys ,
 Blue October ,Alternative
 Blue Scholars ,Rock
 Blue Six ,Soul
 Blue Stingrays ,
 Blue Swede ,Rock
 Blueprint 76 ,
 Blur ,Indie Rock
 Blutengel ,Electronic/Dance
 Bnat Chtha ,
 Bo Burnham ,Comedy/Spoken Word
 BoA ,World/Reggae
 Boatel ,
 Bob Blom ,
 Bob Campbell ,
 Bob Drake ,Rock
 Bob Dylan ,Rock
 Bob Edmund ,
 Bob Katz ,
 Bob Marley ,Ska
 Bob Moses ,Jazz
 Bob Murphy ,
 Bob Pittman ,
 Bob Pyle ,Rock
 Bob Seger ,Rock
 Bob Sinclar ,Dance/Electronic
 Bob Vidone  The Rhythm Rockers ,
 Bob Wayne ,
 Bob Wills ,Country
 Bobbi Kristina Brown ,
 Bobbie Gentry ,Country
 Bobbie Nelson ,Country
 Bobbie Van Detta ,
 Bobbo Staron ,
" Bobby ""Blue"" Bland ",R&B/Soul
 Bobby Bare ,Country
 Bobby Barnett ,Country
 Bobby 'Blue' Bland  B.B. King ,
 Bobby Brown ,R&B/Soul
 Bobby Caldwell ,Jazz
 Bobby Darin ,Rock
 Bobby Dee ,
 Bobby G. Rice ,
 Bobby Goldsboro ,Pop
 Bobby Grant ,
 Bobby Hood ,
 Bobby JaGGerJacK ,Hip-Hop/Rap
 Bobby King ,R&B/Soul
 Bobby Konders  Massive Sounds ,Electronic/Dance
 Bobby Marquez ,Traditional Country
 Bobby Pulido ,Tejano/TexMex
 Bobby Randall ,
 Bobby Rock ,
 Bobby Ross Avila ,
 Bobby Rosso ,
 Bobby Shafto ,
 Bobby Sherman ,Pop
 Bobby Shmurda ,Hip-Hop
 Bobby Short ,Easy Listening/Vocal
 Bobby Thompson ,Country
 Bobby Thurston ,Soul
 Bobby Womack ,R&B/Soul
 Bobby Wood ,Country
 Bodine ,
 Body (Rap) ,
 Body Count ,Hard Rock
 Bogdan ,
 Bogdan Bacanu ,
 Bogus Brothers ,
 Bohemia ,Indian Pop
 Bohemia The Punjabi Rapper ,Hip-Hop/Rap
 BoLeg ,
 Bolton Brothers ,Inspirational
 Bomb Hip Hop ,
 Bon Iver ,Rock
 Bon Jovi ,Rock & Roll
 Bondax ,Electronic/Dance
 Bone ThugsnHarmony ,Hip-Hop/Rap
 Bonepony ,Country
 Boney James ,Jazz
 Boney M ,Disco
 Bonham ,Classic Rock
 Bonnie Herman ,
 Bonnie Lee Panda ,
 Bonnie McKee ,Pop
 Bonnie Raitt ,Americana
 Bonnie Sheridan ,
 Bonnie Tyler ,Pop
 Boo Ridaz ,
 Boogie Down Productions ,Hip-Hop/Rap
 Boogie Patrol ,
 Boola ,
 Boom (Latin) ,Latin
 Boondox ,Hip-Hop
 Bootleg ,Country
 BooYaa T.R.I.B.E. ,Hip-Hop/Rap
 Borgore ,Dance
 Boris Grebenshikov ,Alternative
 Borislav Valchanov ,
 Born Ruffians ,Rock
 Borni ,
 Borrowed Blue  ,Contemporary Country
 Bosson ,Pop
 Boston ,Rock
 Boston Dance Orchestra ,
 Bottleneck ,Alternative Country
 Bottoms Up ,
 Bounty Killer ,Hip Hop
 Boutaiba Sghir ,
 Bow Wow ,Hip-Hop/Rap
 Boxcar Willie ,Country
 Boy  Bear ,Indie Rock
 Boy George ,House
 Boy Kill Boy ,Alternative
 Boy Meets Girl ,Pop
 Boyce Avenue ,Rock
 Boyfriend ,
 Boys Brigade ,Rock
 Boys Like Girls ,Rock
 Boys Noize ,Electronic
 Boys of the Lough ,Irish
 Boys Over Flowers ,
 Boyz II Men ,R&B/Soul
 Boyzone ,Pop
 Boz Scaggs ,R&B/Soul
 BR549 ,Alternative
 Brad Cotter ,Country
 Brad King ,
 Brad Paisley ,Country
 Brad Pitt ,
 Brad Rabuchin ,
 Brad Wolf ,
 Braddy ,Hip-Hop/Rap
 Bradley Gaskin ,Country
 Bradley Walker ,
 Brady Seals ,Country
 Braids ,Rock
 Branch and Dean ,Country
 Brand New ,Rock
 Brand Nubian ,Hip-Hop/Rap
 Brandi Carlile ,Singer/Songwriter
 Brandon Flowers ,Rock
 Brandon Maddox ,Contemporary Country
 Brandon Michael ,Pop
 Brandon Pruitt ,
 Brandon Serfozo ,Gospel
 Brandon Stiles ,Alternative Country
 Brandon V Music ,
 Brandy ,R&B/Soul
 BRANDY CLARK ,Alternative Country
 Brantley Gilbert ,Contemporary Country
 Branzil ,Hip-Hop/Rap
 Bratati Bandyopadhyay ,
 Bratwa ,
 Braty Bluzu ,
 Bratz ,Rock
 Bray ,
 Breakfast Club ,Pop
 Breaking Benjamin ,Rock
 Breathe ,
 Breathe Carolina ,Rock
 Breathless ,Alternative
 Breed Society ,
 Brenda Fassie ,African
 Brenda K. Starr ,Disco
 Brenda Lee ,Country
 Brendan James ,Easy Listening/Vocal
 Brendan McCreary ,
 Brendon Pedroza ,
 Brennen Leigh ,
 Brent Cobb ,Country
 Bret Michaels ,Rock
 Brett Cain Band ,
 Brett Dennen ,Adult Contemporary
 Brett Eldredge ,Country
 Brett Hite ,
 Brett James ,Country
 Brett Walker ,
 Brett Young ,Contemporary Country
 Brian Berg ,
 Brian Blain ,
 Brian Collins ,Country
 Brian Davis ,Alternative Country
 Brian Eno ,Rock
 Brian Glenn ,
 Brian Hebert and Friends ,
 Brian Henry Hooper ,
 Brian Holder ,
 Brian Hooper ,
 Brian Jacks ,
 Brian Joens ,
 Brian Kathol ,Outlaw Country
 Brian Locking ,
 Brian May ,Rock
 Brian McKnight ,R&B/Soul
 Brian Nightingale ,R&B/Soul
 Brian Olewnick ,
 Brian Setzer Orchestra ,Rock
 Brian Short ,
 Brian Van Meter ,Pop/Rock
 Brian Wilson ,Rock
 Brian Withycombe ,
 Brice Long ,
 Bridget Campbell ,
 Bridgette Amofah ,
 Bridgit Mendler ,Pop
 Brie Stoner ,
 Brienn Perry ,
 Bright Eyes ,Rock
 Bring Me the Horizon ,Metal
 Britney Spears ,Pop
 Britny Fox ,Classic Rock
 Britt Nicole ,Pop
 Brittani Senser ,
 Bro5 ,Pop/Rock
 Broadcast ,Rock
 Brock Peters ,Comedy/Spoken Word
 Brody Dalle ,Rock
 Broken Bells ,Rock
 Brolin ,Electronic
 Bronco ,Latin
 Bronski Beat ,Alternative
 Brook Benton ,R&B/Soul
 Brooke ,Indie Rock
 Brooke Adams ,Pop/Rock
 Brooke Eden ,Contemporary Country
 Brooke Fraser ,Rock
 Brooke Hogan ,Pop
 Brooke Toia ,
 Brooke White ,Rock
 Brooklyn Tabernacle Choir ,Inspirational
 Brooks  Dunn ,Country
 Brooms ,
 BroTex ,Hip-Hop/Rap
 Brother Dave Gardner ,Country
 Brotherhood of Man ,Pop
 Brothers Osborne ,Country
 Brovas Grimm ,
 Brown Eyed Susans ,Alternative
 Bruce Bouton ,
 Bruce Channel ,Classic Rock
 Bruce Levingston ,
 Bruce Osbon ,
 Bruce Parham ,
 Bruce Robison ,Country
 Bruce Springsteen ,Rock
 Bruce Sudano ,
 Bruce Willis ,Rock
 Bruck Dawit ,
 Bruno Lorenzoni ,
 Bruno Maderna ,Classical
 Bruno Mars ,Pop/Rock
 BRUUS ,Hip-Hop/Rap
 Bryan Adams ,
 Bryan Estepa ,
 Bryan Ferry ,Rock
 Bryan Mayer ,Country
 Bryan Sutton ,Bluegrass
 Bryan White ,Country
 Bryant Chase ,Singer/Songwriter
 Brynn Marie ,Country
 Bryson Tiller ,
 Bryson Tiller ,R&B
 BTROUBLE ,Rap
 BTS Chitlom ,
 Bubba Chandler ,
 Bubba Sparxxx ,Country
 Bubblegum Octopus ,
 Buck Adams ,
 Buck McCoy ,
 Buck Owens ,Country
 Buckacre ,
 Buckethead ,Rock
 Buckner  Garcia ,Comedy/Spoken Word
 BuckONine ,Rock
 Bucks Fizz ,Rock
 BUCKTICK ,Rock
 Bucky Covington ,Country
 Buddy Brock ,
 Buddy Emmons ,Country
 Buddy Guy ,Blues/Folk
 Buddy Hawk and His Buddies ,
 Buddy Holly ,Rock
 Buddy Johnson ,Classic Rock
 Buddy Miles ,Rock
 Buddy Miller ,Country
 Buddy Montgomery ,Jazz
 Buffalo Killers ,Rock
 Buffie The Body ,
 Buggles ,Rock
 Bugz bacardi ,Gangsta Rap
 Buju Banton ,Reggae
 Bull Durham ,
 Bull Halsey ,
 Bulldog ,
 Bullet for My Valentine ,Metal
 Bump ,
 BUMP OF CHICKEN ,World/Reggae
 Bunky and Jake ,Rock
 Bunny Berigan ,Jazz
 Bunny Wailer ,Reggae
 BuP ,
 Burgerkill ,
 Burl Ives ,Blues/Folk
 Burlap to Cashmere ,Rock
 Burnin' Chicago Blues Machine ,
 Burning Spear ,Reggae
 Burt Bacharach ,Pop
 Bury Your Dead ,Rock
 Busby ,
 Bush ,Rock
 Busta Rhymes ,Hip-Hop/Rap
 Buster Poindexter ,R&B/Soul
 Buster Turner and the Pinnacle Mountain Boys ,
 Busy Signal ,Dancehall
 Butch Crouch ,
 Butterfly Effect (Korean) ,
 Butthole Surfers ,Rock
 Buty ,
 Buzzy Feiten ,
 Bynoe ,Hip-Hop/Rap
 Byron Whitman ,
 BZN ,Rock
 C.C. DeVille ,
 C.V.O. ,
 C2C ,Electronic
 Cah Out ,Hip-Hop
 Cline Dion ,Pop
 Cab 20 ,
 Cabala Fonetica ,
 Cacophony ,Rock
 Cady McClain ,
 Caetano Veloso ,World/International
 Caf Tacuba ,Rock
 Cage (Rap) ,Hip-Hop/Rap
 Cage the Elephant ,Rock
 Caitlin  Will ,
 Caitlin Rose (Trend Records) ,
 Caitlyn Smith ,Country
 Cake ,Rock
 Cal Smith ,Country
 Calcinha Preta ,
 Caleb Johnson ,Rock
 Calexico ,Americana
 Cali Swag District ,Hip-Hop/Rap
 Caliban ,Metal
 Calibre 50 ,Latin
 Calicoolj ,Hip-Hop/Rap
 Call Me ,
 Call to Attraction ,
 Callalily ,
 Calle 13 ,World/Reggae
 Calvin Harris ,Pop
 Calvin Johnson ,Alternative
 Calvin Mathews ,Pop
 Calvin Richardson ,Headbangers Ball
 Cam ,Country
 Caman ,World/Reggae
 Cameo ,Soul
 Cameron The Public ,Rock
 Cami Bradley ,
 Camila ,Latin
 Camilo Sesto ,Latin
 Camper Van Beethoven ,Rock
 Cam'ron ,Comics and Games
 Can Opener ,
 Canaan Smith ,Country
 Canaan's Crossing ,
 Candace Marie ,
 Candella ,
 Candie Payne ,Rock
 Candlebox ,Rock
 Candy Dulfer ,Post Bop/Contemporary
 Candy Rose ,Pop
 Canibus ,Hip-Hop/Rap
 Canned Heat ,Rock
 Cantarini di Rusiu ,
 Canteme ,
 Canvas ,
 Canvas ,
 Canyon Symphony Orchestra ,
 Capella Strumentale Del Duomo Di Novaro ,
 Capital Cities ,Indie Rock
 Capital OG ,Adult Alternative
 Capleton ,Reggae
 Caprice ,Romantic
 Captain Fathom ,Rock
 Captain Sam Crutchfield ,
 Captain Stubing ,
 Cara Robinson ,
 Caravan Palace ,Electronic/Dance
 Carbon Copycats ,
 Cardiknox ,Electronic
 Carl Pini ,
 Carl Story ,Country
 Carl Thomas ,Hip-Hop/Rap
 Carlitos Garza ,
 Carlo Baiardi ,
 Carlos 'After Dark' Berrios ,
 Carlos Andres ,
 Carlos Gardel ,Jazz
 Carlos Infante ,
 Carlos Santana ,Jazz
 Carlos Vardel ,
 Carlos Vives ,Latin
 Carlos y Jos ,Latin
 Carlotta Chadwick ,
" Carlton Fredericks, Ph.D. ",
 Carlton Pearson ,Inspirational
 Carlton Zeus ,Hip-Hop
 Carly Rae Jepsen ,Pop
 Carman ,Christian & Gospel
 Carmen McRae ,Jazz
 Carmen Sandiego ,
 Carmine Appice ,Rock
 Carol Albert ,
 Carol Joy ,
 Carol Lee Singers ,
 Carol Medina ,Electronic/Dance
 Carol Robbins ,
 Carol Vega ,
 Carola Smit ,
 Carole King ,Pop
 Carole Samaha ,
 Carolina Chocolate Drops ,Blues/Folk
 Carolina Liar ,Alternative
 Carolina Rain ,Country
 Caroline Costa ,World/Reggae
 Caroline Kole ,Country
 Caroline Myss ,
 Caroline Polachek ,
 Carolyn Dawn Johnson ,Country
 Carpenters ,Pop
 Carrie Brownstein ,
 Carrie Cunningham ,
 Carrie Rodriguez ,Country
 Carrie Smith ,Jazz
 Carrie Underwood ,Country
 Cartel ,Rock
 Carter Ace ,Hip-Hop/Rap
 Carter Conlon ,
 CARTOONET ,Hip-Hop/Rap
 Cary Brothers ,Singer/Songwriter
 Cascada ,Dance/Electronic
 Case ,Hip-Hop/Rap
 Casey Donahew Band ,Country
 Casey James ,Country
 Cash Cash ,Dance
 Cash Money Millionaires ,Hip-Hop/Rap
 Cashmoney ,Indie Rock
 Casimiro Zamudio ,
 Casket D. ,Hip-Hop/Rap
 Casper ,
 Cassadee Pope ,Country
 Cassandra Wilson ,Cool
 Cassie ,Hip-Hop
 Cassper Nyovest ,
 Cast ,Pop
 Casting Crowns ,Christian & Gospel
 Casuarina ,
 Cat Empire ,Rock
 Cat Power ,Indie Rock
 Cat Stevens ,Rock
 Catfish ,
 Catfish Keith ,Blues/Folk
 Catherine Bach ,
 Catherine Raney ,
 Catherine Wheel ,Rock
 Cathy Heller ,Singer/Songwriter
 Cattle Decapitation ,Metal
 Cazwell ,
 Cazz ,
 CeCe Winans ,R&B/Soul
 CeDigest ,
 CeeLo Green ,R&B/Soul
 Celeste Buckingham ,Pop
 Celestial Winds ,
 Celia Cruz ,World/International
 Celtic MP3s Music Magazine ,
 Celtic Woman ,World/Reggae
 Cerberus ,
 Ceremony ,
 Cerrito ,Country
 Chad Brock ,Country
 Chad Kroeger ,Comics and Games
 Chad Mitchell ,Blues/Folk
 Chad Smith ,
 Chaim Warshawsky ,
 Chairlift ,Rock
 Chaka Demus ,Reggae
 Chaka Khan ,Contemporary R&B
 Chalee Tennison ,Country
" Chalmers ""Spanky"" Alford ",
 Cham ,Hip-Hop/Rap
 Champ Camp ,Underground Rap
 Chance Bone ,
 Chance the Rapper ,Hip-Hop/Rap
 Chancie Neal ,Country
 Chandan Dass ,
 Chanel West Coast ,West Coast Rap
 Changing Faces ,R&B/Soul
 Channel Live ,Hip-Hop/Rap
 Channel One ,
 Channel Van Gogh ,
 Chant Moore ,R&B/Soul
 ChapWill AKA T.R.U.T.H. ,
 Chara ,World/Reggae
 Charangas ,
 Chargers ,
 Charice ,Rock
 Charice Pempengco ,
 Charity Vance ,Pop
 Charleene Closshey ,
 Charles Aznavour ,French
 Charles Calello ,
 Charles Esten ,Country
 Charles Pasi ,
 Charles Rutherford ,
 Charles Sims ,
 Charles Wilson ,Blues/Folk
 Charley Beck ,
 Charley Dush ,
 Charley Pride ,Country
 Charli Baltimore ,Hip-Hop/Rap
 Charli XCX ,Pop
 Charlie Allen ,Country
 Charlie Bishop ,
 Charlie Booth ,
 Charlie Boy Gang ,
 Charlie Daniels ,Country
 Charlie Feathers ,Rock
 Charlie Landsborough ,Rock
 Charlie Louvin ,Country
 Charlie Masso ,Latin
 Charlie O'Neill ,Pop
 Charlie Page ,
 Charlie Puth ,Pop
 Charlie Robison ,Country
 Charlie Shafter ,
 Charlie Simpson ,Rock
 Charlie Starr ,
 Charlie Walker ,Country
 Charlie Wilson ,R&B
 Charlie Worsham ,Country
 Charlotte Church ,Pop
 Charlotte Russe ,
 Charlotte Sometimes ,Rock
 Charly McClain ,Country
 Chartbusters ,Jazz
 Chase  Status ,Electronic
 Chase Bryant ,Country
 Chase Rice ,Country
 Chavela Vargas ,Latin
 Chavz ,
 Chayanne ,World/International
 Chayito Bojorquez ,
 Chayshaun ,Hip-Hop
 Chaz Wesley ,
 Che ,
 Cheap Trick ,Rock
 Cheb Hasni ,Adult Alternative
 Cheech  Chong ,Comedy/Spoken Word
 Cheezy and the Crackers ,Easy Listening
 Chelsea Bain ,Country
 Chelsea Dyer ,Pop/Rock
 Chelsea Grin ,Metal
 Chelsie Boyd ,
 Chely Wright ,Country
 Cheo Andujar ,
 Cher ,Pop
 Cher Lloyd ,Teen Pop
 Cherina Mastrantones ,
 Cherish ,Rock
 Cherri Bomb ,Rock
 Cheryl Pepsii Riley ,Soul
 Chester Charles Bennington ,Indie Rock
 Chester French ,Alternative
 Chester Thompson ,
 Chester Watson ,
 Chet Atkins ,Country
 Chet Baker ,Jazz
 Chet Faker ,Alternative
 Chevelle ,Rock
 Chhaya Ganguli ,
 Chi Chi Nwanoku ,
 Chibi ,
 Chic ,Funk
 Chica Vampiro ,Indie Rock
 Chicago ,Pop/Rock
 Chicago Mass Choir ,Inspirational
 Chicago Poodle ,
 Chick Corea ,Jazz
 Chickenfoot ,Rock
 Chicks on Speed ,Rock
 Chico Avila ,
 Chico Che Jr. ,
 Chico DeBarge ,Pop
 Chiddy Bang ,
 Chief Broom ,
 Chief Keef ,Hip-Hop
 Chiemi Manabe ,
 Childish Gambino ,Hip-Hop
 Children of Bodom ,Metal
 Chill Wills ,
 Chima ,
 China Blue ,
 China Crisis ,Alternative
 Chingo Bling ,Hip-Hop
 Chingy ,Hip-Hop
 Chinx ,Hip-Hop/Rap
 Chipmunk ,Hip-Hop
 Chirolyn ,
 Choir of Yorkminster Park Baptist Church ,
 Chon Arauza ,
 Chonda Pierce ,Inspirational
 Chopper Ranks ,
 Chorale Julien Jouga ,
 Chosen 4 Christ ,
 Choyce Cincere ,R&B/Soul
 Chris Allman ,
 Chris Amoo ,
 Chris 'Big Dog' Davis ,
 Chris Brown ,Pop
 Chris Cagle ,Country
 Chris Canterbury ,Alternative Country
 Chris Cavanaugh ,Contemporary Country
 Chris Christian ,Inspirational
 Chris Clepper ,
 Chris Cook ,
 Chris Cornell ,Rock
 Chris Daniels ,
 Chris DeVido ,
 Chris Dixon ,
 Chris Eccles ,
 Chris Hicks ,Rock
 Chris Hyland ,
 Chris Isaak ,Rock
 Chris Janson ,Country
 Chris Jones ,
 Chris Knight ,Country
 Chris Lane ,
 Chris Laney ,
 Chris LeDoux ,Country
 Chris M. Allport  Ariana Richards ,
 Chris Martin ,Rock
 Chris Maxwell ,Hip-Hop
 Chris Morris ,Soul
 Chris Nunez ,
 Chris Pellnat ,Alternative Folk
 Chris Perez band ,Rock
 Chris Rea ,Classic Rock
 Chris Rene ,Hip-Hop
 Chris Rishel ,
 Chris Ruhe ,
 Chris Semers ,
 Chris Simmonds ,
 Chris Stapleton ,Country
 Chris Thile ,Alternative
 Chris Tomlin ,Praise & Worship
 Chris Vrenna ,Electronic/Dance
 Chris Webby ,Hip-Hop
 Chris Welch ,
 Chris Young ,Contemporary Country
 Chrisette Michele ,Hip-Hop
 Chrissie Hynde ,Rock
 Chrissy ,
 Christa Behnke ,
 Christian Beck ,Contemporary Country
 Christian Castroxxx ,
 Christian Daniel ,Latin
 Christian Ebner ,
 Christian Finnegan ,Comedy/Spoken Word
 Christian Kane ,Country
 Christian Lopez Band ,Americana
 Christian Meier ,Latin
 Christian Serpas  Ghost Town ,
 Christina Aguilera ,Pop
 Christina Grimmie ,Rock
 Christina Milian ,R&B/Soul
 Christina Perri ,Pop/Rock
 Christine ,Pop
 Christine Collister ,Blues/Folk
 Christine D'Clario ,
 Christine Gontara ,
 Christopher Ambrose ,Pop
 Christopher Barickman ,
 Christopher Cross ,Pop
 Christopher Horne ,
 Christopher Peacock ,Easy Listening/Vocal
 Christopher Thomas Holt ,Contemporary Country
 Christopher Wayne Morris ,
 Christy Baron ,Jazz
 Christy Hays ,
 Chromeo ,Electronic
 Chubby Baby ,
 Chubby Checker ,Classic Rock
 Chuck Berry ,Rock
 Chuck Brown ,R&B/Soul
 Chuck Cannon ,
 Chuck Jackson ,
 Chuck Offutt ,
 Chuck Ragan ,Alternative
 Chuck Ragan ,
 Chuck Wicks ,Country
 Chvrches ,Electronica
 Ciara ,Pop
 Cilla Black ,Classic Rock
 Cimorelli ,Pop
 Cinma Vrit ,
 Cinderella ,Rock
 Cindy Morgan ,Pop
 Circadian Rhythm (Rock) ,
 Circuit Des Yeux ,Rock
 Cisco Houston ,Blues/Folk
 Cissy Houston ,Soul
 Cisum Tomorrow ,Hip-Hop
 Citizen Cope ,Rock
 City and Colour ,Singer/Songwriter
 City Haze ,Hip-Hop/Rap
 City of Prague Philharmonic Orchestra ,
 Cityboistreets ,Hip-Hop
 Civilias ,
 CiZZ  ,Hip-Hop
 CJ Simmons ,Contemporary Country
 CK Morgan ,Contemporary R&B
 CKDK ,
 Clmentine ,
 Claire ,Alternative
 Clan of Xymox ,Rock
 Clara Gold ,
 Clare Bowen ,Country
 Clare Dunn ,Country
 Clarence Carter ,R&B/Soul
 Clarence Clemons ,Pop
 Clark Beckham ,
 Clark Hill ,Country
 Classificados ,
 Classified ,Hip-Hop/Rap
 Clauda Chemali ,
 Claude Franois ,Pop
 Claude King ,Country
 Claudia Bettinaglio ,
 Claudia Church ,Country
 Claudia Sierra ,
 Claudine Wolf ,
 Claudio Baglioni ,Latin
 Claus Lessmann ,
 Claus Ogerman ,Jazz
 Clay Aiken ,Pop
 Clay Cooper ,
 Clay Davidson ,Rock
 Clay Walker ,Country
 Clayton Cameron ,
 Clayton Rose ,
 Clean Bandit ,Electronic
 Clear Creek Band ,
 Cledus T. Judd ,Country
 Cleo Laine ,Jazz
 Cleopatra Stratan ,
 Cliff Darby ,
 Cliff Maytwayashing ,
 Cliff Richard ,Classic Rock
 Cliff Williams ,
 Clifton Jansky ,Country
 Clinic ,Indie Rock
 Clint Baclawski ,
 Clint Black ,Country
 Clint Brown ,Inspirational
 Clinton UtterbachPraisers ,
 Clipse ,Hip-Hop/Rap
 Cliq Tight ,Hip-Hop
 Clive Williams ,Rock
 Clockwise ,Indie Rock
 Cloud Cut ,
 Cloud Nothings ,Alternative
 Club Nouveau ,R&B/Soul
 Clutch ,Rock & Roll
 Clyde McPhatter ,R&B/Soul
 CMurder ,Gangsta Rap
 CNasty ,Hip-Hop
 Coal Chamber ,Rock
 Coal Creek Bluegrass Band ,
 Cobra Starship ,Alternative
 Cock Robin ,Pop
 Coco Lee ,R&B/Soul
 Cocoband ,Latin
 CocoRosie ,Comics and Games
 Cody Allen ,
 Cody Belew ,Pop/Rock
 Cody James ,
 Cognac ,
 Coheed and Cambria ,Rock
 Colbie Caillat ,Pop
 Cold ,Rock
 Cold Flamez ,
 Cold War Kids ,Alternative
 ColdFolks Beats ,Hip-Hop
 Coldplay ,Rock
 Cole Porter ,Jazz
 Cole Swindell ,Country
 Coleman Hawkins  Roy Eldridge Sextet ,
 Colin Howard ,
 Colin Keenan ,
 Colin PryceJones ,
 Colin Wilson ,
 Colina ,
 Collective Soul ,Rock
 Colleen Camp ,
 Colleen Green ,Rock
 Colleen Hewett ,
 Collie Buddz ,R&B
 Collin Raye ,Country
 Colonel Kurtz ,
 Color Me Badd ,R&B/Soul
 Colt Ford ,Country
 Colton Ford ,
 Colton James ,Contemporary Country
 Common ,Hip-Hop/Rap
 Common Kings ,Rock
 Common Sense ,
 Company ,
 Compton Maddux ,
 Computor Rockers ,
 Con Hunley ,Traditional Country
 Con Man ,
 Concrete Blonde ,Alternative
 Conejo ,Hip-Hop/Rap
 Confess and Be Free ,Pop
 Conjunto Berretin ,
 Conjunto Emperador ,
 Conjunto Primavera ,Tejano/TexMex
 Conjunto villa del mar ,
 Conman ,
 Connie Francis ,Pop
 Connie Hopper ,
 Connie Johnson ,
 Connie Smith ,Country
 Connor Christian  Southern Gothic ,Outlaw Country
 CONOR MAYNARD ,Pop
 Conrad Pope ,
 Conrad Sewell ,
 Constancio De Guzman ,
 Converge ,Metal
 Converter ,
 Convertible Blondes ,
 Conway Twitty ,Country
 CoolE ,
 Coolio ,Hip-Hop/Rap
 Copeland ,Indie Rock
 CoPilgrim ,Indie Rock
 Copper Horse ,
 Copperhead ,
 Corb Lund ,Alternative Country
 Corby Thomas ,
 Corey Smith ,Alternative Country
 Corey Stoot ,
 Corinda Carford ,
 Corinna Snyder ,
 Corinne Bailey Rae ,Pop
 Coro Tabernaculo Cristiano ,
 Corporate Culture ,
 Corrosion of Conformity ,Hard Rock
 Cortt Chavis ,
 Cory Gunz ,Hip-Hop/Rap
 Cory Kelley ,
 Cory Lerios ,
 Cory Morrow ,Country
 Cory Wells ,Rock
 Cosculluela ,
 Cosima De Vito ,
 Cosmic Gate ,Electronic/Dance
 Cote de Pablo ,
 Count Basie  His All American Rhythm Section ,
 Countdown ,
 Counting Crows ,Rock
 Country ,
 Country Dance Kings ,
 Country Joe McDonald ,Rock
 Country Pete McGill ,
 Country Piano Players ,
 Country Roland Band ,
 Coup Clou ,Latin
 Court Pickett ,
 Courtney Barnett ,Alternative
 Courtney Lemmon ,
 Courtney Love ,Rock
 Courtney Marie Andrews ,
 Cousin Bubba ,
 Cousin Marnie ,Goth Rock
 CoverdalePage ,
 Cowboy (Keith Wiggins) ,
 Cowboy Allen Folse ,
 Cowboy Johnson ,
 Cowboy Troy ,Country
 Coyote Kolb ,
 Craig Campbell ,Country
 Craig Collins ,Country
 Craig David ,R&B/Soul
 Craig Donaldson ,
 Craig Mescher ,
 Craig Morgan ,Country
 Craig Moritz ,
 Cranium ,Metal
 Crash Kings ,Alternative
 Crate Logic ,Hip-Hop
 Crayon Pop ,
 Crazy Frog ,Comedy/Spoken Word
 Crazy Town ,Rock
 Cream ,Rock
 Cream Abdul Babar ,Alternative
 CREDIT ,Hip-Hop
