name,genre
 Fat Joe ,Hip-Hop/Rap
 Fat Rat ,
 Fat Trel ,
 Fatboy Slim ,Dance
 Fatman Scoop ,Hip-Hop
 Fats Domino ,Classic Rock
 Fats Kaplin ,
 Fausto Papetti ,
 Fay Aiyana ,Pop
 Faye Wong ,
 Fear ,Rock
 Fear Factory ,Rock
 Fearless Four ,Hip-Hop
 Fedde Le Grand ,Rock
 Fedez ,Hip-Hop
 Feedback ,
 Fefe Dobson ,Pop/Rock
 Feist ,Rock
 Fela Kuti ,Funk
 Felecia ,Pop
 Felicity Biggins ,
 Felix Bartholomew ,
 Felix Cavaliere ,Alternative
 Fenster ,Rock
 Fergal Scahill ,
 Fergie ,Electronic/Dance
 Ferrari Forbes ,Hip-Hop/Rap
 Ferron ,Blues/Folk
 Fetty Wap ,Hip-Hop
 Fever Tree ,Classic Rock
 Fey ,Latin
 Fgth ,
 Fiction Plane ,Rock
 Fictions ,Rock
 Fidbek ,
 Fiddle Fever ,Country
 Fidel Rueda ,Latin
 Field Mob ,Hip-Hop/Rap
 Fields of the Nephilim ,Alternative
 Fifth Harmony ,Pop
 Fightstar ,Alternative
 Filhos  Servos ,
 Filthy Brothers ,
 Filthy Frank ,
 Fina ,
 Finch ,Rock
 Fine Young Cannibals ,Soul
 Finger Eleven ,Rock
 Fiona Apple ,Pop
 Fire Of Love ,
 fIREHOSE ,Rock
 Firehouse ,
 Firewater ,Rock
 First Aid Kit ,Rock
 Fish for Spliffs ,
 Fish N Gritz ,
 Fist Pump Nation ,
 Fit For Rivals ,Rock
 FITO CORLEONE ,Hip-Hop
 Fito Olivares ,Latin
 Five Card Charlie ,
 Five Finger Death Punch ,Metal
 Five for Fighting ,Rock
 Five Star ,
 Fivestar Riot ,
 Fiya N'Ice ,
 Fizz ,
 FKA twigs ,Electronic
 Flamin' Groovies ,Rock
 Flatbush Zombies ,
 Flatt  Scruggs ,Country
 Flavor Flav ,Hip-Hop/Rap
 FLAVOR of DANGER ,Dance
 Flavour ,
 Flaw ,Hard Rock
 Fleet Foxes ,Rock
 Fleetwood Mac ,Rock
 Fleurie ,Pop
 Flip Flop ,Electronic/Dance
 Flipsyde ,Hip-Hop/Rap
 Flo Rida ,Rap
 Florence  The Machine ,Alternative
 Florence and the Machine ,
 Florence Welch ,Alternative
 Florida Georgia Line ,Contemporary Country
 Florraine Darlin ,
 Floyd Cramer ,Country
 Floyd Domino ,
 Floyd Flowers ,
 Flula Borg ,Techno
 Flume ,Electronic
 Flunk ,Electronic/Dance
 Flux Pavilion ,
 FlyWarrior ,Rap
 FlyDan ,Rap
 Flying Clouds of Detroit ,
 Flying Machine ,Pop
 Flyleaf ,Alternative
 Flynnville Train ,Country
 FM Laeti ,Rock
 Foals ,Indie Rock
 Folk Songs for the Afterlife ,
 Folkloras Draugu Kopa Skandinieki ,
 Fonseca ,Latin
 Foo Fighters ,Rock
 Foolhardy ,
 Force MD's ,Hip-Hop/Rap
 Foreign Islands ,Rock
 Foreigner ,Rock
 Forro Rasta Chinela ,
 Fort Lean ,Rock & Roll
 Fort Minor ,Hip-Hop/Rap
 Fortuna ,
 Foster the People ,Rock
 Fountains of Wayne ,Rock
 Four Dreamers ,
 Four Shadows Fall ,
 Foxes ,Rock
 Foxx ,
 Foxy Brown ,Hip-Hop/Rap
 Foxy Shazam ,Rock
 Foy Vance ,Contemporary Singer/Songwriter
 Frdric Franois ,Pop
 Fraglen ,
 France Gall ,Pop
 Francesc Sadurni ,
 Francesca ,
 Francesca Lee ,
 Francesco Yates ,Pop
 Francine Jordi ,Rock
 Francis Purcell ,
 Francisco Buencamino ,
 Franco de Vita ,Latin
 Franco Luambo Makiadi ,World/Reggae
 Franda Robertson ,
 Frank Baley ,
 Frank Bell ,Pop/Rock
 Frank Berardi ,
 Frank Black ,Rock
 frank edwards aka (richboy) ,Christian & Gospel
 Frank Hernandez ,
 Frank Ifield ,Country
 Frank J. Stola ,
 Frank L. Battisti ,
 Frank Miller ,
 Frank Nitty ,House
 Frank Ocean ,Hip-Hop/Rap
 Frank Peters ,Alternative Rap
 Frank Reyes ,Latin
 Frank Sinatra ,Jazz
 Frank Stagnitta ,
 Frank Valdor ,
 Frank Zappa ,Rock
 Frankie Ballard ,Country
 Frankie Goes to Hollywood ,New Wave
 Frankie J ,Pop
 Frankie Laine ,Easy Listening/Vocal
 Frankie Paul ,Reggae
 Frankie Valli ,Pop
 Franklin (Reggae) ,
 Franz Ferdinand ,Rock
 Franz Sanger ,
 Frauniebarger ,
 Fred Armisen ,
 Fred Astaire ,Pop
 Fred Darian ,
 Fred Hammond ,R&B/Soul
 Fred Kirby ,Country
 Fred Martin ,
 Fred Nelson III ,
 Freda Payne ,Soul
 Freddie Gibbs ,Hip-Hop
 Freddie Jackson ,Soul
 Freddie Martinez ,
 Freddie Mercury ,Rock
 Freddy Fender ,Country
 Frederick Hollander ,
 Fredro Starr ,Hip-Hop/Rap
 Freedom Call ,Rock
 Freedom Hawk ,Rock & Roll
 Frei.Wild ,Rock
 French Kicks ,Rock
 French Montana ,Hip-Hop
 Frenchie ,
 Fresca ,
 Frightened Rabbit ,Indie Rock
 Frits Landesbergen ,
 From Autumn to Ashes ,Rock
 From Zero ,Rock
 Front Line Assembly ,Rock
 Front Porch String Band ,
 Frozen Few ,
 Fruit of the Spirit ,
 Frutty Villareal ,
 FSM ,
 Fuckmouth ,
 Fuego ,Alternative
 Fuel ,Rock
 Fugees ,Hip-Hop/Rap
 Fulano de Tal ,Latin
 Full Force ,Hip-Hop/Rap
 Fullmania ,
 Fun Lovin' Criminals ,Rock
 fun. ,Alternative
 FunDaMental ,Rock
 Funkadelic ,Rock
 Further Seems Forever ,Rock
 Future ,Hip-Hop/Rap
 Future Prophet ,
 Futuristic ,Hip-Hop/Rap
 G. Love  Special Sauce ,Rock
 G.C. and Soul Mafia ,
 G.L. Williams  The Perfect... ,
 G.R.L. ,Rock
 Gnl Akkor ,
 Gran Edman ,
 Gndz Dagdelen Ast ,
 Gabe Lopez ,
 Gabriel Bruce ,
 Gabriel Vivas ,
 Gabriella Cilmi ,Rock
 Gabrielle ,Dance/Electronic
 Gabrielle Aplin ,Pop
 Gabrielle Epstein ,
 Gabrielle Roth  The Mirrors ,Easy Listening/Vocal
 Gai Barone ,
 Gail Bliss ,
 Gaither Homecoming Kids ,
 Gaither Vocal Band ,Inspirational
 Gaitree Audho ,
 Gal Costa ,World/International
 Galantis ,Electronic
 Gale Storm ,Easy Listening/Vocal
 Galen Young ,
 Galja Vranesevic ,
 Gallant Sons of Erin ,
 Game Theory ,Alternative
 Gameboyz ,
 Gamilah Shabazz ,
 gamin ,
 Gang Bang City ,
 Gang Starr ,Hip-Hop/Rap
 Gangsta Rap ,
 gangsterice ,Hip-Hop/Rap
 Ganxsta Nip ,
 Garbage ,Rock
 Gareth Emery ,Electronic
 Gareth Gates ,Rock
 Garou ,World/Reggae
 Garrett Miles ,Country
 Gary Allan ,Country
 Gary Barlow ,Pop
 Gary Brockhoff ,
" Gary Clark, Jr. ",Alternative
 Gary Gentry ,
 Gary Glitter ,Rock
 Gary Goodnight ,
 Gary Gramolini ,
 Gary Moore ,Rock
 Gary Morris ,Country
 Gary Numan ,Alternative
 Gary Puckett ,Pop
 Gary Richrath ,
 Gary Sill ,Easy Listening/Vocal
 Gary Stewart ,Country
 Gary Valenciano ,Pop
 Gateway Worship ,Inspirational
 Gaudino ,Electronic/Dance
 Gavin DeGraw ,Singer/Songwriter
 Gavin Rossdale ,Rock
 Gayle Hunnicutt ,
 GD  TOP ,
 GEazy ,Hip-Hop/Rap
 Gecko ,
 Gecko Turner ,Rock
 Geeta Dutt ,World/Reggae
 Gem ,Alternative
 Gemini ,
 Gemischtes Quartett Ranten ,
 Gemma Hayes ,Pop
 Genaro Diaz El Alguacil ,
 Gene Autry ,Country
 Gene Connors ,
 Gene Harris ,Jazz
 Gene Pitney ,Pop
 Gene Smith ,
 Gene Vincent ,Rock
 Gene Watson ,Traditional Country
 Genesis ,Rock
 Genisis ,Underground Rap
 Genitallica ,Rock
 Geno Young ,
 Gentleman ,World/Reggae
 Gentlemen Hall ,Alternative
 Geoff Johns ,
 Geoffroy ,
 George Balderose ,
 George Benson ,Jazz
 George Bussey ,
 George Canyon ,Country
 George Carlin ,Comedy/Spoken Word
 George Clinton ,Rock
 George Dalaras ,Jazz
 George Ezra ,
 George Fontenette ,
 George Gershwin ,Pop
 George Hamilton IV ,Country
 George Jones ,syndicated_group_a
 George Lewis ,Jazz
 George Maharis ,
 George McClure ,
 George Michael ,Pop/Rock
 George Morgan ,Country
 George Shuffler ,
 George Strait ,Country
 George Thorogood ,Rock
 Georgette Jones ,
 Georgia Engel ,
 Georgie Fame ,Jazz
 Gerald Alston ,R&B
 Gerald Levert ,R&B/Soul
 Geraldine Barksdale ,
 Gerard Bentall ,
 Gerard Way ,
 Gerardito Fernandez ,Latin
 Gerardo Mejia ,
 Gerardo Ortiz ,
 Geri Halliwell ,Pop
 German Villareal ,
 Gerray West ,
 Gerry  The Pacemakers ,Classic Rock
 Gesaffelstein ,
 Geschwister Hofmann ,
 Get Scared ,Rock
 Geto Boys ,Hip-Hop/Rap
 Geula Gill ,
 Gez Varley ,Electronic/Dance
 GG Allin ,Rock
 Ghazi Abdel Baki ,
 Ghetto Azz Niggaz ,
 Ghost Machinery ,
 Ghostface Killah ,Hip-Hop/Rap
 Ghymes ,
 GI ,Inspirational
 Giacomo Puccini ,Pop
 Gian Wiegner ,
 Gianna D'Angelo ,
 Giannis Floriniotis ,
 Giannis Kotsiras ,
 Giezy ,Hip-Hop/Rap
 Gigi (Ethiopian) ,World/Reggae
 Gigi D'Agostino ,Electronic/Dance
 Gigi D'Alessio ,
 Gigliola Cinquetti ,World/International
 Gil Prather ,
 Gil Semedo ,
 Gilberto Santa Rosa ,World/International
 Gilberto Valenzuela ,
 Gilda Butt  ,
 Gilles Coronado ,Jazz
 Gillian Tennant ,
 Gillie Da Kid ,Hip-Hop
 Gin Blossoms ,Pop
 Gin Wigmore ,Rock
 Gina Kreiezmar ,
 Gina Vera ,
 Ginger ,Alternative
 Ginger Sling ,Indie Rock
 Ginny Owens ,CCM
 Gino Vannelli ,Pop
 Ginuwine ,R&B/Soul
 Ginx ,
 Giorgio Gioacchini ,Electronica
 Giorgos Lempesis ,
 Girlicious ,R&B
 Girls Aloud ,Pop
 Girl's Day ,
 Girls' Generation ,Rock
 Girlschool ,Classic Rock
 Gisele MacKenzie ,Easy Listening/Vocal
 Git Fresh ,
 Giulia ,
 Giuseppe Verdi ,Classical
 GIVERS ,Rock
 Gizmachi ,Rock
 Gladys Knight ,R&B/Soul
 Glasses Malone ,Hip-Hop/Rap
 Glen Campbell ,Country
 Glen Curtin ,
 Glen Hansard and Marketa Irglova ,
 Glen Spreen ,
 Glen Templeton ,
 Glen Washington ,Roots Reggae
 Glenda Neace ,
 Glenn Danzig ,Rock
 Glenn Frey ,Pop
 Glenn Gould ,Pop
 Glenn Heckinger ,
 Glenn Hughes ,Rock
 Glenn Miller ,Jazz
 Gloc 9 ,
 Gloria Cooper ,Jazz
 Gloria Estefan ,World/International
 Gloria Gaynor ,Disco
 Gloria Jean ,
 Gloria Loring ,Soundtracks/Musicals
 Gloria Trevi ,World/International
 Gloriana ,Country
 Glyn Poole ,
 Go Periscope ,Electronica
 Go West ,Pop
 Godsmack ,Hard Rock
 Godzila ,
 Godzilla The Album ,
 Gold  The Invisible Girl ,
 Gold Fields ,Alternative
 Golden Gate Quartet ,R&B/Soul
 Goldroom ,Dance
 Gomer Edwin Evans ,Easy Listening/Vocal
 Gomez ,Alternative
 Gonda Traditional Entertainers ,
 Good Charlotte ,Rock
 Good Medicine ,
 Good Riddance ,Rock
 Goodfellaz ,R&B
 Google Monsta ,
 GordioG ,Hip-Hop
 Gordon Deppe ,
 Gordon Lightfoot ,Blues/Folk
 Gordon MacRae ,Easy Listening/Vocal
 Gordon Mote ,
 Gorillaz ,Hip-Hop/Rap
 GORILLV ,Hip-Hop/Rap
 Gospel Music Workshop of America ,Inspirational
 gossip ,Rock
 GOT7 ,
 GOT7 (korea) ,
 Gotthard ,Rock
 Government Alpha ,
 Gov't Mule ,Rock
 Grace Jones ,Rock
 Grace Potter ,
 Grace Potter  the Nocturnals ,Rock
 Grace Slick ,Pop
 Grade 8 ,Metal
 Graham Coxon ,Alternative
 Graham Nash ,Rock
 Gram Parsons ,Rock
 Gramma's Boyfriend ,
 Grand Corps Malade ,World/Reggae
 Grand Folk Railroad ,
 Grand Funk Railroad ,Classic Rock
 Grand Magus ,Rock
 Grandmaster Caz ,Hip-Hop
 Grandmaster Flash ,Hip-Hop/Rap
 Grandmaster Melle Mel ,Hip-Hop/Rap
 Grandpa Elliott ,
 Grandpa Jones ,Country
 Granger Smith ,Country
 Grant Kuneman ,
 Grant Macdonald ,Outlaw Country
 Grant Taylor ,Adult Alternative
 Grateful Dead ,Rock
 Grazzia Giu ,
 Great Big Sea ,World/International
 Great Lake Swimmers ,Folk-Rock
 Great Northern ,Rock
 Great White ,Blues-Rock
 Green Day ,Punk
 Green River Ordinance ,Alternative Country
 Greenhaven ,Hard Rock
 Greg  Steve ,Misc
 Greg Bates ,True Life
 Greg Gatsby ,Dance
 Greg Hardin ,
 Greg Holden ,Alternative
 Greg Lake ,Alternative
 Greg Logan ,
 Greg Rzab ,
 Greg Thuman ,
 Greg Vail ,
 Greg West  Ultimate Aldean ,Country
 Gregg Allman ,Rock
 Gregory Abbott ,Soul
 Gregory Charles Royal ,
 Gregory Dean ,
 Gregory Isaacs ,Reggae
 Gregory Whitehead ,Classical
 Grenadine ,Alternative
 Gretchen Wilson ,Country
 Grethe Kausland ,
 Greyson Chance ,Pop
 Gridlock ,Alternative
 Griff Rhys Jones ,
 Grimes ,Rock
 Grit Boys ,Hip-Hop
 Griz ,
 Grizfolk ,Indie Rock
 Grizzly Bear ,Rock
 Gro Myhren V¦rnes ,
 Groove Armada ,Dance/Electronic
 Groovehound ,
 Groovemaster K. ,
 Grouplove ,Alternative
 Grupo Bryndis ,Tejano/TexMex
 Grupo Capataz ,
 Grupo Chakaly ,
 Grupo Corazon Andino ,
 Grupo Fornikator de Durango ,
 Grupo Laberinto ,Latin
 Grupo Ladron ,Latin
 Grupo Lmite ,World/International
 Grupo Mana ,World/International
 Grupo Mattizz ,Latin
 Grupo Miel ,
 Grupo Miramar ,
 Grupo Niche ,Salsa
 Grupo NSexso ,
 Grupo Tentacion ,Latin
 Guana Batz ,Rock
 Gucci Crew II ,Hip-Hop/Rap
 Gucci Mane ,Hip-Hop/Rap
 Guided by Voices ,Alternative
 Guillermo Guido ,
 Guitar Slim (Alec Seward) ,
 Guitars Unlimited ,Easy Listening/Vocal
 Gulshan Komal ,
 Gumbi Ortiz and Latino Projekt ,
 Gumdrop ,
 Gungor ,Inspirational
 GUnit ,Hip-Hop/Rap
 Guns N' Roses ,Rock
 Gunter Kallmann Chorus ,
 Gupi ,
 Gurdas Maan ,
 Guru ,Hip-Hop/Rap
 Gus Backus ,Rock
 Gus Hardin ,
 Guster ,Alternative
 Gutta Slim ,Hip-Hop/Rap
 Guy ,R&B/Soul
 Guy  David ,
 Guy Drake ,
 Guy Lobe ,
 Guy Martin ,
 Guy Penrod ,Inspirational
 Guy Protheroe ,
 Guy Sebastian ,Rock
 GWAR ,Metal
 Gwen Sebastian ,Country
 Gwen Stefani ,Pop
 Gwyneth Paltrow ,Rock
 Gxx ,Dirty South
 Gyggy Planchart ,
 Gym Class Heroes ,Alternative
 Gypsy Soul ,World/Reggae
 Gyptian ,World/Reggae
 Hctor Acosta ,Latin
 Hctor Montemayor ,Latin
 Hroes del Silencio ,Latin
 HaAsh ,Latin
 Haddaway ,Pop
 Hadise ,Electronic/Dance
 Hadrien Feraud ,
 Haerts ,Alternative
 Hafz Kani Karaca ,
 Haifa Wehbe ,
 Hailee Steinfeld ,Pop
 Hailey Reese ,Pop
 HAIM ,Rock
 Haitian Fresh ,
 Hal Kennedy ,
 Hal Ketchum ,Country
 Halestorm ,Rock
 Haley  Michaels  ,Contemporary Country
 Haley Reinhart ,Pop
 Half Moon Run ,Alternative
 Halfway Home ,
 Halfway to Hazard ,Rock
 Hall  Oates ,Pop
 Hall of Fame ,
 Halloween Scream Themes  Horror Movie Music With  ,
 Halsey ,Alternative
 Hammer ,Hip-Hop/Rap
 Hande Yener ,
 Hang on the Box ,
 Hank Cochran ,Country
 Hank Crawford ,Jazz
 Hank Sasaki ,
 Hank Snow ,Country
 Hank Thompson ,Country
 Hank Vegas ,Rock
 Hank Williams ,Country
 Hank Williams III ,Country
" Hank Williams, Jr. ",Outlaw Country
 Hank Wilson ,
 Hanna Hartman ,
 Hannah Montana ,Rock
 Hanni El Khatib ,Rock
 Hannibal Leq ,Hip-Hop
 Hanq Neal ,
 Hans J. Salter ,Soundtracks/Musicals
 Hansi Hinterseer ,Rock
 Hanson ,Pop/Rock
 Happy House ,
 Happyman ,
 Har Mar Superstar ,Alternative
 HardFi ,Rock
 Hardwell ,Electronic/Dance
 Hargus 'Pig' Robbins ,Country
 Haricot Vert ,
 Hariprasad Chaurasia ,Indian
 Harlan Howard ,Country
 Harleighblu ,
 Harmony Riley ,
 Harold Betters ,Jazz
 Harold Faltermeyer ,Pop
 Harold Lee ,
 Harold Morrison ,
 Harold Wright ,
 Harr Monika ,
 Harriet Brekalo RN CMT HTP ,
 Harry Chatmon ,
 Harry Connick Jr. ,Jazz
" Harry Connick, Sr. ",
 Harry Martin ,
 Harry Stinson ,Country
 Harry Warren ,Easy Listening/Vocal
 Hartman's Heartbreakers ,
 Harvey Jett ,
" Harvey Watkins, Jr. ",
 Hary Nair ,Dance
 Hashem ,
 Haste the Day ,Inspirational
 Hatem Al Iraqi ,
 Hatty Keane ,Pop
 Haulover Drive ,Pop/Rock
 Haven Write ,Hip-Hop/Rap
 HAVIC dynasty ,Hip-Hop/Rap
 Hawick Lau ,
 Hawk Nelson ,Christian Pop
 Hawkgothitz ,
 Hayden Panettiere ,Country
 Hayes Carll ,Country
 Hayley Taylor ,Pop/Rock
 Hayley Williams ,
 Haystak ,Hip-Hop
 Haze Da Punter ,Hip-Hop
 Hazeldine ,VH1 Celebrity
 Head Wound City ,Rock
 Headlights ,Alternative
 Hear Kitty Kitty ,Alternative
 HearSay ,
 Heart ,Rock
 Heartland (Country) ,Country
 Hearts of Oak ,
 Hearty2Raw ,Hip-Hop/Rap
 Heat (Rap) ,
 Heather Cowles ,
 Heather Edwards ,
 Heather Headley ,Soul
 Heather Nova ,College Rock
 Heather Wiggins ,
 Heavy D  The Boyz ,Hip-Hop/Rap
 Heavy D and the Boyz ,
 Heavy Young Heathens ,Alternative
 Hebe Tien ,
 Hector 'El Father' ,Latin
 Hedley ,Rock
 Heidi Feek ,Americana
 Heidi Hauge ,
 Heidi Newfield ,Rock
 Heintje ,Rock
 Held Hostage ,Rock
 Helen Boudreaux ,Country
 Helen Cornelius ,Country
 Helen Desha Beamer ,
 Helen Satya ,
 Helen Shapiro ,Pop
 Helena Espvall ,Rock
 Helena Tulve ,
 Helga Hahnemann ,
 Hellfish  Producer ,
 Hello ,Rock
 Hello Dollface ,
 Hello Venus ,
 Hello Walls ,
 Helloween ,Metal
 Hellyeah ,Metal
 Helmet ,Hard Rock
 Hema John ,
 Hemet High School Jazz ,
 Hemlok ,Alternative
 Henley Hii ,
 Henrik Gmoes ,
 Henry Arland ,
 Henry Thome ,
 Herb Alpert ,Jazz
 Herb Mickman ,
 Herb Pilhofer ,
 Herbert Howells ,Classical
 Herbie Hancock ,R&B/Soul
 Here We Go Magic ,Psychedelic
 Herman Rarebell ,Rock
 Hermann Kopp ,
 Hermanos Espino de Ojinaga ,Latino
 Herman's Hermits ,Classic Rock
 Hermes House Band ,
 Hermitude ,Rock
 Het Urker Mannenkoor ,
 Hey Monday ,Rock
 Heyoka ,
 Hezekiah Walker ,R&B/Soul
 HiCoup ,
 HiFive ,Hip Hop
 High Valley ,Contemporary Country
 Highland Serenade ,
 Highly Suspect ,Rock & Roll
 Highway 101 ,Country
 Highwaymen ,Country
 Hijjaz ,
 Hilary ,
 Hilary Duff ,Pop
 Hillary Lindsey ,
 Hilljack ,
 Hillsong United ,Inspirational
 Hillsongs Austrailia ,Inspirational
 HIM ,Rock
 Himesh Reshammiya ,
 Himesh Reshammiya ,
 Hinder ,Rock
 Hindi Zahra ,
 Hiroshima ,Jazz
 Hisao Okuma ,
 Hisayo Tominaga ,
 Hit List ,
 Hit the Lights ,Pop/Rock
 HiTone  ,Hip-Hop/Rap
 Hlathikhulu High School Choir ,
 HOEDh ,
 Hohum ,
 Hold Tight ,
 Hole ,Rock
 Holland (Indie rock) ,Alternative
 Hollie Grant ,
 Holly Brook ,Rock
 Holly Cole ,Jazz
 Holly Dunn ,Country
 Holly Palmer ,
 Holly Stell ,
 Holly Williams ,Americana
 Hollywood Holt ,Rock
 Hollywood Porn Stars ,
 Hollywood Undead ,Rock
 Holy Ghost ,
 Home Boys Only ,
 Home Grown ,Rock
 Homegroove Project ,
 Homonym ,
 Honey Barbara ,
 Honey Claws ,
 HoneyHoney ,Singer/Songwriter
 Honi Deaton ,Country
 Hoodie Allen ,Hip-Hop
 Hoodlum Squad ,Hip-Hop
 Hoodoo Gurus ,Alternative
 Hoodsquad records ,Hip-Hop/Rap
 Hootie  the Blowfish ,Rock
 Hopsin ,
 Horace Silver ,Jazz
 Horatio Lee Jenkins ,
 Horny Toad ,Alternative
 Hoss Howard ,
 Hossam Ramzy ,World/Reggae
 Hossein Alizadeh ,Classical
 Host Skull ,
 Hot As That Thang ,Hip-Hop
 Hot Boys ,Hip-Hop/Rap
 Hot Chelle Rae ,Pop
 Hot Hot Heat ,Rock
 Hotel Eden ,Indie Rock
 Hotline ,
 Houndmouth ,Country
 House Music ,
 House of Pain ,Hip-Hop/Rap
 Houston Jones ,Country
 Howard Jones ,Pop
 Howard McCreary ,
 Howard McNear ,
 Howard Shore ,Soundtracks/Musicals
 Howie Day ,Pop
 Howlett Smith ,
 Hoyt Axton ,Country
 Hozan Diyar ,
 Hozier ,Acoustic Blues
 HTown ,R&B
 HTown'sYattaBezzy ,New Wave
 Hudson Moore ,Country
 Huey Lewis ,Pop
 Huey Lewis  The News ,
 Huggy Bear ,Alternative
 Huggy Boy ,
 Hugh Bob and The Hustle ,Alternative Country
 Hugh Prestwood ,
 Hugh Quarshie ,
" Hui Fen Min, Wei Li ",
 Hula ,
 Human Life ,
 Humildes Hermanos Ayala ,
 Hundred Waters ,Indie Rock
 Hunter Eves ,
 Hunter Hayes ,Country
 Hunter Hayes (Jazz) ,
 Hurray for the Riff Raff ,Blues/Folk
 Hurricane Chris ,Hip-Hop
 Hurricane Gilbert Group ,
 Hussain Al Baggali ,
 Hwy 63 ,
 Hy Hazel ,
 Hybrid Ice ,
 Hydrogen ,
 HyeKyung Lee ,
 Hylo Brown  The Timberliners ,Country
 I See Stars ,Hard Rock
 I Set My Friends on Fire ,Rock
 I Voted For Kodos ,
 I Want To Be Heard ,
 I.C.U. ,
 Iamamiwhoami ,Electronic
 Ian Campbell Folk Group ,
 Ian Fitzgerald ,
 Ian Gillan ,Classic Rock
 Ian Stewart ,Rock
 Ian Tyson ,Country
 Ibeyi ,
 ibid ,
 Ibrahim Tatlises ,Zydeco
 Ice Cube ,Hip-Hop/Rap
 Ice Kid ,R&B/Soul
 Ice Nine Kills ,Metal
 IceT ,R&B/Soul
 Icona Pop ,
 Identity Crisis ,
 Idir ,World/Reggae
 If Birds Could Fly ,Americana
 Iggy Azalea ,Hip-Hop/Rap
 Ignasi Simon ,
 Igor DeSchotten ,
 IIIrd Tyme Out ,Country
 Ikimonogakari ,World/Reggae
 Ikue Asazaki ,
 Il Divo ,Easy Listening/Vocal
 Il Volo ,World/Reggae
 Il Volo ,
 Ilias Psinakis ,
 Illinois Slim ,
 Ilona Steingruber ,
 Ilusion 6 ,
 Ima ,Rock
 Images of Eden ,
 Imaginary Cities ,
 Imagine Dragons ,Alternative
 Imago ,
 Imany ,Rock
 Imelda May ,Rock
 Immature ,Hip-Hop/Rap
 Immortal ,Metal
 Imogen Heap ,Electronica
 Impact Worship Band ,
 Imperial Foeticide ,
 Imperial Mammoth ,Indie Rock
 Imran Khan ,Folk-Rock
 IMS ,
 In Pursuit ,Rock
 In This Moment ,Rock
 Inca Rose Duo ,
 Incognito ,Jazz
 indeanikole ,R&B/Soul
 Independent Artists ,
 India.Arie ,R&B/Soul
 Indie ,
 Indila ,
 Indio ,
 Indira Radic ,
 Indira Rubiera ,
 Indonesia ,
 Indra Rudder ,
 Industria Del Amor ,Latin
 Infected Mushroom ,Electronica
 Ingrid Michaelson ,Contemporary Singer/Songwriter
 Inna ,Rock
 Inna ,
 Innocence Mission ,Rock
 Innovate ,
 Inobe ,Neo-Soul
 Insane Clown Posse ,Rock
 Inside Scarlet ,
 Inside the Whale ,
 Inspecter 7 ,
 Inspirational Souls of Chicago ,
 Intel Agents ,
 Intellegentz ,
 Interlake Polka Kings ,
 Interpol ,Alternative
 Into The Trees ,
 Intocable ,Tejano/TexMex
 Intoxicated ,
 Intro to India ,
 INXS ,Rock
 Inzan Tanaka ,
 Iona Locke ,
 iOwls ,Hip-Hop/Rap
 iPagan ,
 Ira Bernstein ,
 Ira Davis ,
 Ira Kris ,
 Iragazzi ,
 Irena Grafenauer Flute ,
 Irene Papas ,
 Iria Zeiram ,
 Iris DeMent ,Country
 Irl Hees ,
 Iron  Wine ,Indie Rock
 Iron Butterfly ,Rock
 Iron Maiden ,Metal
 Irv Gotti ,Hip-Hop
 Irving Burgie ,World/Reggae
 Isaac Otwori ,
 Isaac Stern ,Classical
 Isabel Santol ,
 Isabella ,
 Isabelle Boulay ,World/Reggae
 Isac Elliot                                                                             ,
 Isaiah ,Rap
 Isbells ,Blues/Folk
 Islander ,Rock
 Israel ,Inspirational
 Israel Kamakawiwo'ole ,World/International
 Israel Vibration ,Reggae
 Ithamara Koorax ,Jazz
 IU ,
 Ivan  Alyosha ,Folk-Rock
 Ivan Jones ,
 Ivan Klass ,Dance
 Ivana Domenico ,
 Ivey ,
 Ivri Lider ,
 Ivy Levan ,Pop
 Ivy Queen ,World/International
 Iwan Fals ,
 iwrestledabearonce ,Rock
 Ixindamix ,
 Iyanla Vanzant ,Inspirational
 Iyaz ,R&B
 Izolirband ,
 Izzy Stradlin ,Classic Rock
 J Balvin ,
 J Boog ,
 J Brothers ,
 J Star ,
 J. Cole ,Hip-Hop/Rap
 J. Geils Band ,Rock
 J. Holiday ,R&B
 J. Pinder ,
 J. Whaley ,R&B/Soul
 J.C. White Singers ,
 J.Cyrus ,Hip-Hop
 J.D. Sage ,
 J.F. JennyClark ,
 J.J. Barrie  Friends ,
 Ja Rule ,Hip-Hop/Rap
 Jaae Kash ,Rap
 Jacinta Whyte ,
 Jack  the Bear ,Singer/Songwriter
 Jack Black ,
 Jack Greene ,Country
 Jack Hayford ,
 Jack Ingram ,Country
 Jack Johnson ,Alternative Folk
 Jack Jones ,Jazz
 Jack Knight ,Rock
 Jack Link ,
 Jack Maravell ,
 Jack Savoretti ,Contemporary Singer/Songwriter
 Jack Sebastio ,
 Jack Thompson ,
 Jack Wagner ,Pop
 Jack White ,Rock
 Jack Wilson ,
 Jackie  The Starlites ,R&B/Soul
 Jackie B ,
 Jackie Chan ,
 Jackie DeShannon ,Classic Rock
 Jackie Evancho ,Rock
 Jackie Gleason  His Orchestra ,Easy Listening/Vocal
 Jackie McLean ,Jazz
 Jackie Wilson ,R&B/Soul
 Jackson Browne ,Blues/Folk
 Jackson Monsour ,Singer/Songwriter
 Jackson Taylor ,Country
 Jaclyn Whittal ,
 Jacob Latimore ,R&B/Soul
